,intitule,dateCreation,typeContrat,nombrePostes,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,competences
238,Chef de projet H/F (H/F),2025-10-03 10:24:51.449000+00:00,CDD,1,  MONT ST AIGNAN,49.459737,1.079743,76130.0,76451.0,INSTITUT DE FORMATION PROFESSIONNELLE EN,"[{""code"": ""300575"", ""libelle"": ""Allouer et organiser les ressources d'un projet selon les besoins et contraintes"", ""exigence"": ""E""}, {""code"": ""400367"", ""libelle"": ""Analyser des données pour soutenir des décisions stratégiques"", ""exigence"": ""E""}, {""code"": ""300440"", ""libelle"": ""Animer, coordonner une équipe"", ""exigence"": ""E""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}, {""code"": ""120325"", ""libelle"": ""Présenter les évolutions du système d'information au commanditaire"", ""exigence"": ""S""}, {""libelle"": ""fonctionnement  de l'enseignement secondaire"", ""exigence"": ""S""}]"
240,CHEF DE PROJET MOE (Maîtrise d'Œuvre) (H/F),2025-09-16 18:41:39.160000+00:00,CDI,1,  BOUGUENAIS,47.181304,-1.588419,44340.0,44020.0,JDC AQUITAINE,"[{""code"": ""109797"", ""libelle"": ""Définir la stratégie des systèmes d'informations"", ""exigence"": ""S""}]"
241,Chef de Projet SAP (h/f),2025-10-09 12:28:42.363000+00:00,CDI,1,  LIMOGES,45.914937,1.299861,87000.0,87085.0,ADECCO FRANCE,
242,Chef de projet fonctionnel SI - Transf. offre de formation (H/F),2025-09-29 12:33:32.925000+00:00,CDD,1,  NIMES,43.825718,4.334754,30000.0,30189.0,NIMES UNIVERSITE,
244,Chef(fe) de Projet Fonctionnel/Responsable Programme-Ferroviaire (H/F),2025-08-06 14:59:32.411000+00:00,CDI,1,  TOURS,47.404397,0.710983,37000.0,37261.0,CRISTAL SOLUTIONS,"[{""code"": ""121678"", ""libelle"": ""Gestion des risques projet"", ""exigence"": ""E""}, {""code"": ""477528"", ""libelle"": ""Planification stratégique de projets"", ""exigence"": ""S""}, {""code"": ""497688"", ""libelle"": ""Suivi et contrôle de la qualité des livrables"", ""exigence"": ""E""}, {""code"": ""300575"", ""libelle"": ""Allouer et organiser les ressources d'un projet selon les besoins et contraintes"", ""exigence"": ""S""}, {""code"": ""507185"", ""libelle"": ""Assurer la conformité des projets aux exigences légales"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""402203"", ""libelle"": ""Coordonner les équipes de développement pour respecter les délais"", ""exigence"": ""E""}, {""code"": ""507187"", ""libelle"": ""Gérer les communications entre les parties prenantes du projet"", ""exigence"": ""S""}, {""code"": ""507186"", ""libelle"": ""Optimiser les processus de développement pour réduire les coûts"", ""exigence"": ""E""}, {""code"": ""484634"", ""libelle"": ""Optimiser les processus de gestion de projet"", ""exigence"": ""S""}, {""code"": ""486829"", ""libelle"": ""Organiser des réunions de coordination avec les clients et les équipes"", ""exigence"": ""S""}, {""code"": ""404821"", ""libelle"": ""Participer à la définition du planning, du budget global et des délais"", ""exigence"": ""E""}, {""code"": ""507188"", ""libelle"": ""Surveiller l'avancement des projets et ajuster les plans si nécessaire"", ""exigence"": ""S""}]"
245,Chargé-e de projet SI fonctionnel (H/F),2025-10-09 14:35:38.309000+00:00,CDD,1,  VILLENEUVEDASCQ,50.666107,3.140909,59491.0,59009.0,UNIVERSITE DE LILLE,"[{""code"": ""492556"", ""libelle"": ""Compétences en management d'équipe"", ""exigence"": ""S""}, {""code"": ""109797"", ""libelle"": ""Définir la stratégie des systèmes d'informations"", ""exigence"": ""S""}, {""code"": ""482691"", ""libelle"": ""Développer des compétences en gestion de projet"", ""exigence"": ""S""}]"
246,Assistant(e) Chef de Projets Digitaux - secteur Propreté (H/F),2025-09-30 10:01:59.351000+00:00,CDI,1,  ST OUEN SUR SEINE,48.911659,2.33441,93400.0,93070.0,,"[{""code"": ""494116"", ""libelle"": ""Elaboration de stratégies de migration de données"", ""exigence"": ""S""}, {""code"": ""477438"", ""libelle"": ""Gestion de projets informatiques"", ""exigence"": ""S""}, {""code"": ""505243"", ""libelle"": ""Analyser les besoins des utilisateurs pour la conception de systèmes"", ""exigence"": ""S""}, {""code"": ""300579"", ""libelle"": ""Communiquer auprès de ses interlocuteurs internes et externes"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""507187"", ""libelle"": ""Gérer les communications entre les parties prenantes du projet"", ""exigence"": ""S""}, {""code"": ""121446"", ""libelle"": ""Participer à la mise en place d'un Progiciel de Gestion Intégré (PGI)"", ""exigence"": ""S""}, {""code"": ""300469"", ""libelle"": ""Préparer et animer une réunion, un groupe de travail, un atelier"", ""exigence"": ""S""}, {""code"": ""300188"", ""libelle"": ""Rédiger un cahier des charges, des spécifications techniques"", ""exigence"": ""S""}, {""code"": ""300458"", ""libelle"": ""Structurer, synthétiser des informations"", ""exigence"": ""S""}]"
247,Responsable de projet systèmes d'information comptabilité (H/F),2025-10-01 15:27:31.863000+00:00,CDI,1,  BRUZ,48.024465,-1.746132,35170.0,35047.0,,"[{""code"": ""120327"", ""libelle"": ""Analyser des données techniques pour optimiser les processus"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""109818"", ""libelle"": ""Elaborer des solutions techniques et fonctionnelles"", ""exigence"": ""S""}, {""code"": ""120325"", ""libelle"": ""Présenter les évolutions du système d'information au commanditaire"", ""exigence"": ""S""}, {""code"": ""120326"", ""libelle"": ""Recenser les besoins du commanditaire"", ""exigence"": ""S""}]"
248,Chargé de Projets AMOA (H/F),2025-09-08 17:37:13.823000+00:00,CDI,1,  REIMS,49.213062,4.026372,51100.0,51454.0,GROUPAMA NORD EST,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}]"
249,Chargé d'études MOA Crédit (H/F),2025-09-03 14:10:59.960000+00:00,CDD,1,  GUIPAVAS,48.436157,-4.400944,29490.0,29075.0,CREDIT MUTUEL ARKEA,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}]"
250,Coordinateur (trice) pilote projet  (AMO en marché public) (H/F),2025-09-29 12:40:29.682000+00:00,CDI,1,  PARIS ,48.871795,2.357832,75010.0,75110.0,,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}, {""code"": ""120325"", ""libelle"": ""Présenter les évolutions du système d'information au commanditaire"", ""exigence"": ""S""}]"
251,Ingénieur MOA support projet H/F LYON TURIN ,2025-09-10 15:05:39.565000+00:00,CDI,1,  CHAMBERY,45.595305,5.903702,73000.0,73065.0,TELT SAS,"[{""code"": ""120327"", ""libelle"": ""Analyser des données techniques pour optimiser les processus"", ""exigence"": ""S""}, {""code"": ""120326"", ""libelle"": ""Recenser les besoins du commanditaire"", ""exigence"": ""S""}, {""code"": ""120325"", ""libelle"": ""Présenter les évolutions du système d'information au commanditaire"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""109818"", ""libelle"": ""Elaborer des solutions techniques et fonctionnelles"", ""exigence"": ""S""}, {""libelle"": ""Techniques de construction (BTP, infrastructures)"", ""exigence"": ""S""}, {""libelle"": ""Capacité rédactionnelle et à rendre compte"", ""exigence"": ""S""}, {""libelle"": ""Gestion des risques"", ""exigence"": ""S""}, {""libelle"": ""Gestion des Contrats et marché publics"", ""exigence"": ""S""}, {""libelle"": ""Maîtrise d'œuvre et/ou travaux en projets"", ""exigence"": ""S""}, {""libelle"": ""talien : base/intermédiaire (souhaité)"", ""exigence"": ""S""}, {""libelle"": ""Rôle des acteurs du chantier (parties prenantes)"", ""exigence"": ""S""}, {""libelle"": ""Sensibilité en environnement et sécurité"", ""exigence"": ""S""}]"
252,Représentant ou Représentante de la Maitrise d'Ouvrage Unique (MOAU) confirmé.e (H/F),2025-10-09 16:55:09.695000+00:00,CDI,1,  LILLE,50.619413,3.031632,59000.0,59350.0,SNCF RESEAU,
253,Conducteur de travaux (h/f),2025-10-06 10:08:07.975000+00:00,CDI,1,  CLERMONTFERRAND,45.813064,3.128535,63000.0,63113.0,IZIWORK,
254,Assistance à Maitrise d'Ouvrage (AMOA) Approvisionnements (H/F),2025-10-03 14:25:47.685000+00:00,CDI,1,  CANEJAN,44.762639,-0.653223,33610.0,33090.0,GROUPE QÉRYS,"[{""code"": ""505243"", ""libelle"": ""Analyser les besoins des utilisateurs pour la conception de systèmes"", ""exigence"": ""S""}, {""code"": ""300579"", ""libelle"": ""Communiquer auprès de ses interlocuteurs internes et externes"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""486829"", ""libelle"": ""Organiser des réunions de coordination avec les clients et les équipes"", ""exigence"": ""S""}, {""code"": ""300469"", ""libelle"": ""Préparer et animer une réunion, un groupe de travail, un atelier"", ""exigence"": ""S""}, {""code"": ""120325"", ""libelle"": ""Présenter les évolutions du système d'information au commanditaire"", ""exigence"": ""S""}]"
255,Assistance à Maitrise d'Ouvrage (AMOA) Achats (H/F),2025-10-03 14:09:21.568000+00:00,CDI,1,  CANEJAN,44.762639,-0.653223,33610.0,33090.0,GROUPE QÉRYS,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""120325"", ""libelle"": ""Présenter les évolutions du système d'information au commanditaire"", ""exigence"": ""S""}, {""code"": ""505243"", ""libelle"": ""Analyser les besoins des utilisateurs pour la conception de systèmes"", ""exigence"": ""S""}, {""code"": ""300579"", ""libelle"": ""Communiquer auprès de ses interlocuteurs internes et externes"", ""exigence"": ""S""}, {""code"": ""486829"", ""libelle"": ""Organiser des réunions de coordination avec les clients et les équipes"", ""exigence"": ""S""}, {""code"": ""300469"", ""libelle"": ""Préparer et animer une réunion, un groupe de travail, un atelier"", ""exigence"": ""S""}]"
256,Une chargée ou un chargé d'opérations espaces publics (H/F),2025-08-07 11:06:27.488000+00:00,CDI,1,  CHAMPIGNY SUR MARNE,48.823661,2.509877,94500.0,94017.0,MAIRIE DE CHAMPIGNY SUR MARNE,
257,Directeur / Directrice de projet en informatique (H/F),2025-07-25 11:18:35.821000+00:00,CDI,1,  ST JEAN BONNEFONDS,45.44913,4.444545,42650.0,42237.0,ASTREE SOFTWARE,"[{""code"": ""109797"", ""libelle"": ""Définir la stratégie des systèmes d'informations"", ""exigence"": ""S""}]"
258,Directeur de Projet Systéme d'information (H/F),2025-09-26 10:37:26.302000+00:00,CDI,1,  PARIS ,48.872479,2.341194,75009.0,75109.0,SEGMENT ELITE,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""109797"", ""libelle"": ""Définir la stratégie des systèmes d'informations"", ""exigence"": ""S""}]"
259,Responsable Projet Electronique et Nucléaire (H/F),2025-09-22 09:43:04.436000+00:00,CDI,1,  TOULON,43.116384,5.960809,83000.0,83137.0,ACASS,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""109797"", ""libelle"": ""Définir la stratégie des systèmes d'informations"", ""exigence"": ""S""}]"
260,Responsable R&D Electronique - Informatique (H/F),2025-10-08 09:09:51.758000+00:00,CDI,1,  LA MURE,44.906461,5.784588,38350.0,38269.0,GORGY TIME,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""124529"", ""libelle"": ""Déterminer des axes d'évolution technologiques"", ""exigence"": ""S""}, {""code"": ""119161"", ""libelle"": ""Identifier les contraintes d'un projet"", ""exigence"": ""S""}]"
261,Responsable Pôle Projet (H/F),2025-10-07 15:40:43.452000+00:00,CDI,1,  CHASSENEUIL DU POITOU,46.650622,0.374899,86360.0,86062.0,VIVATICKET,"[{""code"": ""119245"", ""libelle"": ""Collaborer avec une équipe projet"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}, {""libelle"": ""Superviser et coordonner"", ""exigence"": ""E""}, {""libelle"": ""Organiser, établir des process, documenter"", ""exigence"": ""E""}, {""libelle"": ""Rédactionnel"", ""exigence"": ""E""}, {""libelle"": ""Manager, fédérer et animer une équipe"", ""exigence"": ""E""}, {""libelle"": ""Travail d'équipe / animation d'équipe"", ""exigence"": ""E""}]"
262,Coordinateur Projets - Packaging (H/F),2025-10-06 15:00:05.724000+00:00,MIS,1,  ASNIRESSURSEINE,48.913936,2.299816,92600.0,92004.0,LHH RECRUITMENT SOLUTIONS,
263,Chef de projet informatique (H/F),2025-10-11 09:50:48+00:00,CDI,1,  RENNES,48.092855,-1.675729,35000.0,35238.0,,
264,Chef de projet maîtrise d'oeuvre informatique (H/F),2025-10-11 09:36:33+00:00,CDI,1,  BRESLES,49.408838,2.252536,60510.0,60103.0,,
266,Chef de projet informatique (H/F),2025-10-11 08:47:55+00:00,CDI,1,  BEAUCOUZ,47.474125,-0.631606,49070.0,49020.0,,
267,Chef de projet informatique (H/F),2025-10-11 05:34:08+00:00,MIS,1,  VILLEFONTAINE,45.609531,5.157264,38090.0,38553.0,START PEOPLE,
268,Chef.fe de projet informatique (H/F),2025-10-11 02:31:22+00:00,CDI,1,  SALLANCHES,45.936638,6.630493,74700.0,74256.0,HÔPITAUX DU PAYS DU MONT-BLANC,
269,Chef de projet informatique transverse (H/F),2025-10-11 02:31:21+00:00,CDI,1,  HASPARREN,43.383628,-1.305585,64240.0,64256.0,LAUAK,
270,Chef de Projet Informatique F/H - Informatique de gestion (H/F),2025-10-10 09:41:27+00:00,CDI,1,  METZ,49.107174,6.19222,57000.0,57463.0,EFLUID,
271,Chef de projet DUI (Dossier Usager Informatique) (H/F),2025-10-10 09:41:18+00:00,CDI,1,  CHALEZEULE,47.255386,6.019487,25220.0,25112.0,QUALIS,
272,Chef de projet / Administrateur en informatique industrielle (H/F) - Mulhouse,2025-10-09 20:30:22+00:00,CDI,1,  MULHOUSE,47.746624,7.339242,68100.0,68224.0,,
273,CHEF DE PROJET INFORMATIQUE H/F,2025-10-09 14:42:31+00:00,CDI,1,  SAINTNAZAIRE,47.282637,-2.260091,44600.0,44184.0,CHANTIERS DE L'ATLANTIQUE,
274,Chef de Projet Informatique/ ERP-SAP H/F,2025-10-09 14:42:30+00:00,CDI,1,  SAINTNAZAIRE,47.282637,-2.260091,44600.0,44184.0,CHANTIERS DE L'ATLANTIQUE,
275,Chef de projet informatique CAO H/F,2025-10-09 14:42:30+00:00,CDI,1,  SAINTNAZAIRE,47.282637,-2.260091,44600.0,44184.0,CHANTIERS DE L'ATLANTIQUE,
277,Chef de Projet ERP F/H - Informatique de gestion (H/F),2025-10-09 05:31:17+00:00,CDI,1,  LORIOLSURDRME,44.751712,4.822371,26270.0,26166.0,FAB GROUP,
278,Chef de projet Intégration et Déploiement SI F/H - Informatique de gestion (H/F),2025-10-09 04:49:20+00:00,CDI,1,  AGEN,44.203088,0.616423,47000.0,47001.0,RÉSEAU PRIMEVER FRANCE,
279,Chef de Projet SI Client F/H - Informatique de gestion (H/F),2025-10-09 04:48:00+00:00,CDI,1,  AGEN,44.203088,0.616423,47000.0,47001.0,RÉSEAU PRIMEVER FRANCE,
280,Chef de Projet Hardware F/H - Informatique industrielle (H/F),2025-10-08 12:07:18+00:00,CDI,1,  MONTPELLIER,43.615688,3.930282,34000.0,34172.0,CN AMIRAULT,
281,Chef de Projet IT / Supply Chain F/H - Informatique de gestion (H/F),2025-10-08 10:37:39+00:00,CDI,1,  LIMOGES,45.914937,1.299861,87000.0,87085.0,LEGRAND FRANCE SA,
283,Chef de projet informatique - Gestion documentaire H/F - Saint-Nazaire,2025-10-07 20:37:49+00:00,CDI,1,  SAINTNAZAIRE,42.668763,2.990477,66570.0,66186.0,,
284,Chef de projet informatique CSU - H/F,2025-10-07 12:51:00+00:00,CDI,1,  ROUFFACH,47.956809,7.299428,68250.0,68287.0,FHF,
285,Chef de projet maîtrise d'oeuvre informatique (H/F),2025-10-07 10:32:18+00:00,CDI,1,  BEZONS,48.92779,2.216126,95870.0,95063.0,,
286,Chef de projet informatique (H/F),2025-10-07 10:29:55+00:00,CDI,1,  MEUDON,48.787637,2.22877,92190.0,92048.0,,
287,Chef de projet informatique (H/F),2025-10-07 08:58:14+00:00,CDI,1,  VILLEPINTE,43.281926,2.087901,11150.0,11434.0,,
288,Chef de projet informatique (H/F),2025-10-07 07:51:16+00:00,CDI,1,  QUIMPERL,47.874237,-3.552113,29300.0,29233.0,,
289,Chef de projet informatique (H/F),2025-10-07 06:46:49+00:00,CDI,1,  REIMS,49.279973,4.019969,51100.0,51454.0,START PEOPLE,
290,Chef de projet ERP F/H - Informatique de gestion (H/F),2025-10-07 05:37:34+00:00,CDI,1,  MANS,47.986618,0.209623,72000.0,72181.0,HAYS FRANCE,
291,Chef de projet informatique banque à distance (H/F),2025-10-07 04:40:27+00:00,CDI,1,  STRASBOURG,48.602023,7.782983,67000.0,67482.0,,
292,Chef de projet maîtrise d'oeuvre informatique (H/F),2025-10-06 21:41:48+00:00,CDI,1,  PARTHENAY,46.648807,-0.251361,79200.0,79202.0,,
293,Assistant / Assistante chef de projet informatique (H/F),2025-10-06 21:41:36+00:00,CDI,1,  SACLAY,48.753227,2.181166,91400.0,91534.0,,
294,Chef de projet informatique (H/F),2025-10-06 19:36:42+00:00,CDI,1,  ORLANS,47.901081,1.905818,45000.0,45234.0,,
296,Chef de projet / Administrateur en informatique industrielle (H/F),2025-10-04 14:40:48+00:00,CDI,1,  MULHOUSE,47.750653,7.335915,68100.0,68224.0,HARRY HOPE,
297,Chef de projet informatique (H/F),2025-10-04 13:30:20+00:00,CDI,1,  NICE,43.715257,7.290975,6000.0,6088.0,,
298,Assistant / Assistante chef de projet informatique (H/F),2025-10-04 12:44:49+00:00,MIS,1,  DIJON,47.35071,5.051957,21000.0,21231.0,,
299,Assistant / Assistante chef de projet informatique (H/F),2025-10-04 12:42:21+00:00,CDI,1,  NANTERRE,48.910489,2.220163,92000.0,92050.0,ELA TECHNOLOGY,
300,Consultant informatique fonctionnel (F/H),2025-09-25 11:41:18.217000+00:00,CDD,1,  MULHOUSE,47.746624,7.339242,68100.0,68224.0,EXPECTRA,
301,Consultant Oracle Hcm Cloud (H/F),2025-10-09 11:56:43.480000+00:00,CDI,2,  BOULOGNE BILLANCOURT,48.835948,2.240514,92100.0,92012.0,GALULA CONSULTING,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}]"
302,Consultant Technico-fonctionnel Oracle EBS (H/F),2025-10-08 14:37:05.433000+00:00,CDI,1,  BOULOGNE BILLANCOURT,48.835948,2.240514,92100.0,92012.0,GALULA CONSULTING,"[{""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}]"
303,Consultant(e) RUN Junior / Support Flux bancaires et Trésorerie (H/F),2025-10-02 14:15:01.218000+00:00,CDI,1,  EGUILLES,43.568577,5.354259,13510.0,13032.0,PATH FINANCE,"[{""code"": ""480852"", ""libelle"": ""Conseil en solutions logicielles"", ""exigence"": ""S""}, {""code"": ""106845"", ""libelle"": ""Déploiement de solutions informatiques"", ""exigence"": ""S""}, {""code"": ""480845"", ""libelle"": ""Installation de logiciels"", ""exigence"": ""S""}, {""code"": ""106861"", ""libelle"": ""Intégration de systèmes"", ""exigence"": ""S""}, {""code"": ""124908"", ""libelle"": ""Protection des données numériques"", ""exigence"": ""S""}, {""code"": ""123319"", ""libelle"": ""Support client à distance"", ""exigence"": ""S""}, {""code"": ""480849"", ""libelle"": ""Surveillance de systèmes informatiques"", ""exigence"": ""S""}, {""code"": ""404053"", ""libelle"": ""Systèmes de gestion de base de données"", ""exigence"": ""S""}, {""code"": ""403011"", ""libelle"": ""Analyser les besoins spécifiques des clients"", ""exigence"": ""S""}, {""code"": ""486000"", ""libelle"": ""Analyser les tendances des incidents pour prévenir les problèmes futurs"", ""exigence"": ""S""}, {""code"": ""300082"", ""libelle"": ""Analyser, résoudre un problème courant ou complexe"", ""exigence"": ""E""}, {""code"": ""300184"", ""libelle"": ""Apporter une assistance technique aux équipes"", ""exigence"": ""S""}, {""code"": ""485997"", ""libelle"": ""Assurer la confidentialité des informations des utilisateurs"", ""exigence"": ""S""}, {""code"": ""404223"", ""libelle"": ""Elaborer et suivre des tableaux de bord des incidents sécurité"", ""exigence"": ""S""}, {""code"": ""121624"", ""libelle"": ""Gérer la documentation technique des projets"", ""exigence"": ""S""}, {""code"": ""485999"", ""libelle"": ""Respecter les normes de sécurité informatique dans l'assistance"", ""exigence"": ""S""}, {""libelle"": ""Gestion de trésorerie"", ""exigence"": ""S""}, {""libelle"": ""Formats bancaires"", ""exigence"": ""S""}]"
